,country,year,sex,age,suicides_no,population,suicides_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capital,generation,ISO_code,countries,ECONOMIC FREEDOM
248,Albania,2009,male,35-54 years,0,374365,0,Albania2009,0.729,12044212904,4387,Boomers,ALB,Albania,7.31
249,Albania,2009,male,5-14 years,0,253007,0,Albania2009,0.729,12044212904,4387,Generation Z,ALB,Albania,7.31
250,Albania,2009,male,55-74 years,0,234570,0,Albania2009,0.729,12044212904,4387,Silent,ALB,Albania,7.31
251,Albania,2009,male,75+ years,0,47331,0,Albania2009,0.729,12044212904,4387,Silent,ALB,Albania,7.31
252,Albania,2010,male,55-74 years,20,241852,8.27,Albania2010,0.741,11926953259,4359,Silent,ALB,Albania,7.35
253,Albania,2010,male,35-54 years,20,371611,5.38,Albania2010,0.741,11926953259,4359,Generation X,ALB,Albania,7.35
254,Albania,2010,male,25-34 years,9,179720,5.01,Albania2010,0.741,11926953259,4359,Generation X,ALB,Albania,7.35
255,Albania,2010,male,75+ years,2,50767,3.94,Albania2010,0.741,11926953259,4359,Silent,ALB,Albania,7.35
256,Albania,2010,male,15-24 years,10,279508,3.58,Albania2010,0.741,11926953259,4359,Millenials,ALB,Albania,7.35
257,Albania,2010,female,25-34 years,6,183579,3.27,Albania2010,0.741,11926953259,4359,Generation X,ALB,Albania,7.35
258,Albania,2010,female,75+ years,2,64415,3.1,Albania2010,0.741,11926953259,4359,Silent,ALB,Albania,7.35
259,Albania,2010,female,35-54 years,12,394593,3.04,Albania2010,0.741,11926953259,4359,Generation X,ALB,Albania,7.35
260,Albania,2010,female,55-74 years,7,241491,2.9,Albania2010,0.741,11926953259,4359,Silent,ALB,Albania,7.35
261,Albania,2010,female,15-24 years,6,263581,2.28,Albania2010,0.741,11926953259,4359,Millenials,ALB,Albania,7.35
262,Albania,2010,female,5-14 years,2,223969,0.89,Albania2010,0.741,11926953259,4359,Generation Z,ALB,Albania,7.35
263,Albania,2010,male,5-14 years,0,240939,0,Albania2010,0.741,11926953259,4359,Generation Z,ALB,Albania,7.35
264,Antigua and Barbuda,1985,female,15-24 years,0,7709,0,Antigua and Barbuda1985,0.68,240923926,3850,Generation X,,,
265,Antigua and Barbuda,1985,female,25-34 years,0,6344,0,Antigua and Barbuda1985,0.68,240923926,3850,Boomers,,,
266,Antigua and Barbuda,1985,female,35-54 years,0,6173,0,Antigua and Barbuda1985,0.68,240923926,3850,Silent,,,
267,Antigua and Barbuda,1985,female,5-14 years,0,7339,0,Antigua and Barbuda1985,0.68,240923926,3850,Generation X,,,
268,Antigua and Barbuda,1985,female,55-74 years,0,3778,0,Antigua and Barbuda1985,0.68,240923926,3850,G.I. Generation,,,
269,Antigua and Barbuda,1985,female,75+ years,0,949,0,Antigua and Barbuda1985,0.68,240923926,3850,G.I. Generation,,,
270,Antigua and Barbuda,1985,male,15-24 years,0,7667,0,Antigua and Barbuda1985,0.68,240923926,3850,Generation X,,,
271,Antigua and Barbuda,1985,male,25-34 years,0,6194,0,Antigua and Barbuda1985,0.68,240923926,3850,Boomers,,,
272,Antigua and Barbuda,1985,male,35-54 years,0,5970,0,Antigua and Barbuda1985,0.68,240923926,3850,Silent,,,
273,Antigua and Barbuda,1985,male,5-14 years,0,7304,0,Antigua and Barbuda1985,0.68,240923926,3850,Generation X,,,
274,Antigua and Barbuda,1985,male,55-74 years,0,2723,0,Antigua and Barbuda1985,0.68,240923926,3850,G.I. Generation,,,
275,Antigua and Barbuda,1985,male,75+ years,0,424,0,Antigua and Barbuda1985,0.68,240923926,3850,G.I. Generation,,,
276,Antigua and Barbuda,1986,female,15-24 years,0,7668,0,Antigua and Barbuda1986,0.685,290440148,4740,Generation X,,,
277,Antigua and Barbuda,1986,female,25-34 years,0,6209,0,Antigua and Barbuda1986,0.685,290440148,4740,Boomers,,,
278,Antigua and Barbuda,1986,female,35-54 years,0,6101,0,Antigua and Barbuda1986,0.685,290440148,4740,Silent,,,
279,Antigua and Barbuda,1986,female,5-14 years,0,6907,0,Antigua and Barbuda1986,0.685,290440148,4740,Generation X,,,
280,Antigua and Barbuda,1986,female,55-74 years,0,3764,0,Antigua and Barbuda1986,0.685,290440148,4740,G.I. Generation,,,
281,Antigua and Barbuda,1986,female,75+ years,0,1014,0,Antigua and Barbuda1986,0.685,290440148,4740,G.I. Generation,,,
282,Antigua and Barbuda,1986,male,15-24 years,0,7563,0,Antigua and Barbuda1986,0.685,290440148,4740,Generation X,,,
283,Antigua and Barbuda,1986,male,25-34 years,0,6023,0,Antigua and Barbuda1986,0.685,290440148,4740,Boomers,,,
284,Antigua and Barbuda,1986,male,35-54 years,0,5947,0,Antigua and Barbuda1986,0.685,290440148,4740,Silent,,,
285,Antigua and Barbuda,1986,male,5-14 years,0,6827,0,Antigua and Barbuda1986,0.685,290440148,4740,Generation X,,,
286,Antigua and Barbuda,1986,male,55-74 years,0,2771,0,Antigua and Barbuda1986,0.685,290440148,4740,G.I. Generation,,,
287,Antigua and Barbuda,1986,male,75+ years,0,476,0,Antigua and Barbuda1986,0.685,290440148,4740,G.I. Generation,,,
288,Antigua and Barbuda,1987,female,15-24 years,0,7583,0,Antigua and Barbuda1987,0.69,337174852,5595,Generation X,,,
289,Antigua and Barbuda,1987,female,25-34 years,0,6101,0,Antigua and Barbuda1987,0.69,337174852,5595,Boomers,,,
290,Antigua and Barbuda,1987,female,35-54 years,0,6059,0,Antigua and Barbuda1987,0.69,337174852,5595,Silent,,,
291,Antigua and Barbuda,1987,female,5-14 years,0,6623,0,Antigua and Barbuda1987,0.69,337174852,5595,Generation X,,,
292,Antigua and Barbuda,1987,female,55-74 years,0,3738,0,Antigua and Barbuda1987,0.69,337174852,5595,G.I. Generation,,,
293,Antigua and Barbuda,1987,female,75+ years,0,1081,0,Antigua and Barbuda1987,0.69,337174852,5595,G.I. Generation,,,
294,Antigua and Barbuda,1987,male,15-24 years,0,7421,0,Antigua and Barbuda1987,0.69,337174852,5595,Generation X,,,
295,Antigua and Barbuda,1987,male,25-34 years,0,5893,0,Antigua and Barbuda1987,0.69,337174852,5595,Boomers,,,
296,Antigua and Barbuda,1987,male,35-54 years,0,5927,0,Antigua and Barbuda1987,0.69,337174852,5595,Silent,,,
297,Antigua and Barbuda,1987,male,5-14 years,0,6499,0,Antigua and Barbuda1987,0.69,337174852,5595,Generation X,,,
298,Antigua and Barbuda,1987,male,55-74 years,0,2798,0,Antigua and Barbuda1987,0.69,337174852,5595,G.I. Generation,,,
299,Antigua and Barbuda,1987,male,75+ years,0,538,0,Antigua and Barbuda1987,0.69,337174852,5595,G.I. Generation,,,
300,Antigua and Barbuda,1988,female,15-24 years,0,7413,0,Antigua and Barbuda1988,0.695,398637741,6693,Generation X,,,
301,Antigua and Barbuda,1988,female,25-34 years,0,6041,0,Antigua and Barbuda1988,0.695,398637741,6693,Boomers,,,
302,Antigua and Barbuda,1988,female,35-54 years,0,6021,0,Antigua and Barbuda1988,0.695,398637741,6693,Silent,,,
303,Antigua and Barbuda,1988,female,5-14 years,0,6527,0,Antigua and Barbuda1988,0.695,398637741,6693,Generation X,,,
304,Antigua and Barbuda,1988,female,55-74 years,0,3708,0,Antigua and Barbuda1988,0.695,398637741,6693,G.I. Generation,,,
305,Antigua and Barbuda,1988,female,75+ years,0,1141,0,Antigua and Barbuda1988,0.695,398637741,6693,G.I. Generation,,,
306,Antigua and Barbuda,1988,male,15-24 years,0,7209,0,Antigua and Barbuda1988,0.695,398637741,6693,Generation X,,,
307,Antigua and Barbuda,1988,male,25-34 years,0,5826,0,Antigua and Barbuda1988,0.695,398637741,6693,Boomers,,,
308,Antigua and Barbuda,1988,male,35-54 years,0,5907,0,Antigua and Barbuda1988,0.695,398637741,6693,Silent,,,
309,Antigua and Barbuda,1988,male,5-14 years,0,6355,0,Antigua and Barbuda1988,0.695,398637741,6693,Generation X,,,
310,Antigua and Barbuda,1988,male,55-74 years,0,2813,0,Antigua and Barbuda1988,0.695,398637741,6693,G.I. Generation,,,
311,Antigua and Barbuda,1988,male,75+ years,0,603,0,Antigua and Barbuda1988,0.695,398637741,6693,G.I. Generation,,,
312,Antigua and Barbuda,1989,female,15-24 years,0,7152,0,Antigua and Barbuda1989,0.7,438794778,7407,Generation X,,,
313,Antigua and Barbuda,1989,female,25-34 years,0,6059,0,Antigua and Barbuda1989,0.7,438794778,7407,Boomers,,,
314,Antigua and Barbuda,1989,female,35-54 years,0,5969,0,Antigua and Barbuda1989,0.7,438794778,7407,Silent,,,
315,Antigua and Barbuda,1989,female,5-14 years,0,6621,0,Antigua and Barbuda1989,0.7,438794778,7407,Generation X,,,
316,Antigua and Barbuda,1989,female,55-74 years,0,3696,0,Antigua and Barbuda1989,0.7,438794778,7407,G.I. Generation,,,
317,Antigua and Barbuda,1989,female,75+ years,0,1195,0,Antigua and Barbuda1989,0.7,438794778,7407,G.I. Generation,,,
318,Antigua and Barbuda,1989,male,15-24 years,0,6927,0,Antigua and Barbuda1989,0.7,438794778,7407,Generation X,,,
319,Antigua and Barbuda,1989,male,25-34 years,0,5835,0,Antigua and Barbuda1989,0.7,438794778,7407,Boomers,,,
320,Antigua and Barbuda,1989,male,35-54 years,0,5862,0,Antigua and Barbuda1989,0.7,438794778,7407,Silent,,,
321,Antigua and Barbuda,1989,male,5-14 years,0,6403,0,Antigua and Barbuda1989,0.7,438794778,7407,Generation X,,,
322,Antigua and Barbuda,1989,male,55-74 years,0,2843,0,Antigua and Barbuda1989,0.7,438794778,7407,G.I. Generation,,,
323,Antigua and Barbuda,1989,male,75+ years,0,676,0,Antigua and Barbuda1989,0.7,438794778,7407,G.I. Generation,,,
324,Antigua and Barbuda,1990,male,35-54 years,1,5799,17.24,Antigua and Barbuda1990,0.704,459469074,7744,Silent,,,
325,Antigua and Barbuda,1990,female,15-24 years,0,6827,0,Antigua and Barbuda1990,0.704,459469074,7744,Generation X,,,
326,Antigua and Barbuda,1990,female,25-34 years,0,6172,0,Antigua and Barbuda1990,0.704,459469074,7744,Boomers,,,
327,Antigua and Barbuda,1990,female,35-54 years,0,5895,0,Antigua and Barbuda1990,0.704,459469074,7744,Silent,,,
328,Antigua and Barbuda,1990,female,5-14 years,0,6877,0,Antigua and Barbuda1990,0.704,459469074,7744,Generation X,,,
329,Antigua and Barbuda,1990,female,55-74 years,0,3706,0,Antigua and Barbuda1990,0.704,459469074,7744,G.I. Generation,,,
330,Antigua and Barbuda,1990,female,75+ years,0,1252,0,Antigua and Barbuda1990,0.704,459469074,7744,G.I. Generation,,,
331,Antigua and Barbuda,1990,male,15-24 years,0,6598,0,Antigua and Barbuda1990,0.704,459469074,7744,Generation X,,,
332,Antigua and Barbuda,1990,male,25-34 years,0,5937,0,Antigua and Barbuda1990,0.704,459469074,7744,Boomers,,,
333,Antigua and Barbuda,1990,male,5-14 years,0,6611,0,Antigua and Barbuda1990,0.704,459469074,7744,Generation X,,,
334,Antigua and Barbuda,1990,male,55-74 years,0,2902,0,Antigua and Barbuda1990,0.704,459469074,7744,G.I. Generation,,,
335,Antigua and Barbuda,1990,male,75+ years,0,758,0,Antigua and Barbuda1990,0.704,459469074,7744,G.I. Generation,,,
336,Antigua and Barbuda,1991,female,15-24 years,0,6595,0,Antigua and Barbuda1991,0.71,481706333,7976,Generation X,,,
337,Antigua and Barbuda,1991,female,25-34 years,0,6396,0,Antigua and Barbuda1991,0.71,481706333,7976,Boomers,,,
338,Antigua and Barbuda,1991,female,35-54 years,0,6198,0,Antigua and Barbuda1991,0.71,481706333,7976,Boomers,,,
339,Antigua and Barbuda,1991,female,5-14 years,0,7089,0,Antigua and Barbuda1991,0.71,481706333,7976,Millenials,,,
340,Antigua and Barbuda,1991,female,55-74 years,0,3665,0,Antigua and Barbuda1991,0.71,481706333,7976,Silent,,,
341,Antigua and Barbuda,1991,female,75+ years,0,1293,0,Antigua and Barbuda1991,0.71,481706333,7976,G.I. Generation,,,
342,Antigua and Barbuda,1991,male,15-24 years,0,6401,0,Antigua and Barbuda1991,0.71,481706333,7976,Generation X,,,
343,Antigua and Barbuda,1991,male,25-34 years,0,6156,0,Antigua and Barbuda1991,0.71,481706333,7976,Boomers,,,
344,Antigua and Barbuda,1991,male,35-54 years,0,6122,0,Antigua and Barbuda1991,0.71,481706333,7976,Boomers,,,
345,Antigua and Barbuda,1991,male,5-14 years,0,6818,0,Antigua and Barbuda1991,0.71,481706333,7976,Millenials,,,
346,Antigua and Barbuda,1991,male,55-74 years,0,2857,0,Antigua and Barbuda1991,0.71,481706333,7976,Silent,,,
347,Antigua and Barbuda,1991,male,75+ years,0,804,0,Antigua and Barbuda1991,0.71,481706333,7976,G.I. Generation,,,
348,Antigua and Barbuda,1992,female,15-24 years,0,6369,0,Antigua and Barbuda1992,0.715,499281148,8087,Generation X,,,
349,Antigua and Barbuda,1992,female,25-34 years,0,6650,0,Antigua and Barbuda1992,0.715,499281148,8087,Boomers,,,
350,Antigua and Barbuda,1992,female,35-54 years,0,6534,0,Antigua and Barbuda1992,0.715,499281148,8087,Boomers,,,
351,Antigua and Barbuda,1992,female,5-14 years,0,7311,0,Antigua and Barbuda1992,0.715,499281148,8087,Millenials,,,
352,Antigua and Barbuda,1992,female,55-74 years,0,3648,0,Antigua and Barbuda1992,0.715,499281148,8087,Silent,,,
353,Antigua and Barbuda,1992,female,75+ years,0,1339,0,Antigua and Barbuda1992,0.715,499281148,8087,G.I. Generation,,,
354,Antigua and Barbuda,1992,male,15-24 years,0,6221,0,Antigua and Barbuda1992,0.715,499281148,8087,Generation X,,,
355,Antigua and Barbuda,1992,male,25-34 years,0,6409,0,Antigua and Barbuda1992,0.715,499281148,8087,Boomers,,,
356,Antigua and Barbuda,1992,male,35-54 years,0,6497,0,Antigua and Barbuda1992,0.715,499281148,8087,Boomers,,,
357,Antigua and Barbuda,1992,male,5-14 years,0,7059,0,Antigua and Barbuda1992,0.715,499281148,8087,Millenials,,,
358,Antigua and Barbuda,1992,male,55-74 years,0,2851,0,Antigua and Barbuda1992,0.715,499281148,8087,Silent,,,
359,Antigua and Barbuda,1992,male,75+ years,0,853,0,Antigua and Barbuda1992,0.715,499281148,8087,G.I. Generation,,,
360,Antigua and Barbuda,1993,male,25-34 years,1,6668,15,Antigua and Barbuda1993,0.72,535172778,8453,Boomers,,,
361,Antigua and Barbuda,1993,female,15-24 years,0,6182,0,Antigua and Barbuda1993,0.72,535172778,8453,Generation X,,,
362,Antigua and Barbuda,1993,female,25-34 years,0,6914,0,Antigua and Barbuda1993,0.72,535172778,8453,Boomers,,,
363,Antigua and Barbuda,1993,female,35-54 years,0,6917,0,Antigua and Barbuda1993,0.72,535172778,8453,Boomers,,,
364,Antigua and Barbuda,1993,female,5-14 years,0,7529,0,Antigua and Barbuda1993,0.72,535172778,8453,Millenials,,,
365,Antigua and Barbuda,1993,female,55-74 years,0,3662,0,Antigua and Barbuda1993,0.72,535172778,8453,Silent,,,
366,Antigua and Barbuda,1993,female,75+ years,0,1386,0,Antigua and Barbuda1993,0.72,535172778,8453,G.I. Generation,,,
367,Antigua and Barbuda,1993,male,15-24 years,0,6069,0,Antigua and Barbuda1993,0.72,535172778,8453,Generation X,,,
368,Antigua and Barbuda,1993,male,35-54 years,0,6915,0,Antigua and Barbuda1993,0.72,535172778,8453,Boomers,,,
369,Antigua and Barbuda,1993,male,5-14 years,0,7298,0,Antigua and Barbuda1993,0.72,535172778,8453,Millenials,,,
370,Antigua and Barbuda,1993,male,55-74 years,0,2879,0,Antigua and Barbuda1993,0.72,535172778,8453,Silent,,,
371,Antigua and Barbuda,1993,male,75+ years,0,896,0,Antigua and Barbuda1993,0.72,535172778,8453,G.I. Generation,,,
372,Antigua and Barbuda,1994,female,15-24 years,0,6083,0,Antigua and Barbuda1994,0.725,589429593,9062,Generation X,,,
373,Antigua and Barbuda,1994,female,25-34 years,0,7151,0,Antigua and Barbuda1994,0.725,589429593,9062,Boomers,,,
374,Antigua and Barbuda,1994,female,35-54 years,0,7357,0,Antigua and Barbuda1994,0.725,589429593,9062,Boomers,,,
375,Antigua and Barbuda,1994,female,5-14 years,0,7722,0,Antigua and Barbuda1994,0.725,589429593,9062,Millenials,,,
376,Antigua and Barbuda,1994,female,55-74 years,0,3715,0,Antigua and Barbuda1994,0.725,589429593,9062,Silent,,,
377,Antigua and Barbuda,1994,female,75+ years,0,1437,0,Antigua and Barbuda1994,0.725,589429593,9062,G.I. Generation,,,
378,Antigua and Barbuda,1994,male,15-24 years,0,5976,0,Antigua and Barbuda1994,0.725,589429593,9062,Generation X,,,
379,Antigua and Barbuda,1994,male,25-34 years,0,6886,0,Antigua and Barbuda1994,0.725,589429593,9062,Boomers,,,
380,Antigua and Barbuda,1994,male,35-54 years,0,7359,0,Antigua and Barbuda1994,0.725,589429593,9062,Boomers,,,
381,Antigua and Barbuda,1994,male,5-14 years,0,7494,0,Antigua and Barbuda1994,0.725,589429593,9062,Millenials,,,
382,Antigua and Barbuda,1994,male,55-74 years,0,2935,0,Antigua and Barbuda1994,0.725,589429593,9062,Silent,,,
383,Antigua and Barbuda,1994,male,75+ years,0,929,0,Antigua and Barbuda1994,0.725,589429593,9062,G.I. Generation,,,
384,Antigua and Barbuda,1995,female,15-24 years,0,6099,0,Antigua and Barbuda1995,0.733,577280741,8636,Generation X,,,
385,Antigua and Barbuda,1995,female,25-34 years,0,7333,0,Antigua and Barbuda1995,0.733,577280741,8636,Generation X,,,
386,Antigua and Barbuda,1995,female,35-54 years,0,7851,0,Antigua and Barbuda1995,0.733,577280741,8636,Boomers,,,
387,Antigua and Barbuda,1995,female,5-14 years,0,7885,0,Antigua and Barbuda1995,0.733,577280741,8636,Millenials,,,
388,Antigua and Barbuda,1995,female,55-74 years,0,3808,0,Antigua and Barbuda1995,0.733,577280741,8636,Silent,,,
389,Antigua and Barbuda,1995,female,75+ years,0,1488,0,Antigua and Barbuda1995,0.733,577280741,8636,G.I. Generation,,,
390,Antigua and Barbuda,1995,male,15-24 years,0,5953,0,Antigua and Barbuda1995,0.733,577280741,8636,Generation X,,,
391,Antigua and Barbuda,1995,male,25-34 years,0,7023,0,Antigua and Barbuda1995,0.733,577280741,8636,Generation X,,,
392,Antigua and Barbuda,1995,male,35-54 years,0,7809,0,Antigua and Barbuda1995,0.733,577280741,8636,Boomers,,,
393,Antigua and Barbuda,1995,male,5-14 years,0,7632,0,Antigua and Barbuda1995,0.733,577280741,8636,Millenials,,,
394,Antigua and Barbuda,1995,male,55-74 years,0,3021,0,Antigua and Barbuda1995,0.733,577280741,8636,Silent,,,
395,Antigua and Barbuda,1995,male,75+ years,0,944,0,Antigua and Barbuda1995,0.733,577280741,8636,G.I. Generation,,,
396,Antigua and Barbuda,1998,female,15-24 years,0,6529,0,Antigua and Barbuda1998,0.74,727860593,10078,Generation X,,,
397,Antigua and Barbuda,1998,female,25-34 years,0,8332,0,Antigua and Barbuda1998,0.74,727860593,10078,Generation X,,,
398,Antigua and Barbuda,1998,female,35-54 years,0,9615,0,Antigua and Barbuda1998,0.74,727860593,10078,Boomers,,,
399,Antigua and Barbuda,1998,female,5-14 years,0,8183,0,Antigua and Barbuda1998,0.74,727860593,10078,Millenials,,,
400,Antigua and Barbuda,1998,female,55-74 years,0,3921,0,Antigua and Barbuda1998,0.74,727860593,10078,Silent,,,
401,Antigua and Barbuda,1998,female,75+ years,0,1476,0,Antigua and Barbuda1998,0.74,727860593,10078,G.I. Generation,,,
402,Antigua and Barbuda,1998,male,15-24 years,0,5916,0,Antigua and Barbuda1998,0.74,727860593,10078,Generation X,,,
403,Antigua and Barbuda,1998,male,25-34 years,0,7294,0,Antigua and Barbuda1998,0.74,727860593,10078,Generation X,,,
404,Antigua and Barbuda,1998,male,35-54 years,0,9086,0,Antigua and Barbuda1998,0.74,727860593,10078,Boomers,,,
405,Antigua and Barbuda,1998,male,5-14 years,0,7706,0,Antigua and Barbuda1998,0.74,727860593,10078,Millenials,,,
406,Antigua and Barbuda,1998,male,55-74 years,0,3213,0,Antigua and Barbuda1998,0.74,727860593,10078,Silent,,,
407,Antigua and Barbuda,1998,male,75+ years,0,954,0,Antigua and Barbuda1998,0.74,727860593,10078,G.I. Generation,,,
408,Antigua and Barbuda,1999,female,15-24 years,0,6589,0,Antigua and Barbuda1999,0.742,766198926,10378,Generation X,,,
409,Antigua and Barbuda,1999,female,25-34 years,0,8526,0,Antigua and Barbuda1999,0.742,766198926,10378,Generation X,,,
410,Antigua and Barbuda,1999,female,35-54 years,0,10311,0,Antigua and Barbuda1999,0.742,766198926,10378,Boomers,,,
411,Antigua and Barbuda,1999,female,5-14 years,0,8314,0,Antigua and Barbuda1999,0.742,766198926,10378,Millenials,,,
412,Antigua and Barbuda,1999,female,55-74 years,0,3968,0,Antigua and Barbuda1999,0.742,766198926,10378,Silent,,,
413,Antigua and Barbuda,1999,female,75+ years,0,1451,0,Antigua and Barbuda1999,0.742,766198926,10378,G.I. Generation,,,
414,Antigua and Barbuda,1999,male,15-24 years,0,5845,0,Antigua and Barbuda1999,0.742,766198926,10378,Generation X,,,
415,Antigua and Barbuda,1999,male,25-34 years,0,7263,0,Antigua and Barbuda1999,0.742,766198926,10378,Generation X,,,
416,Antigua and Barbuda,1999,male,35-54 years,0,9537,0,Antigua and Barbuda1999,0.742,766198926,10378,Boomers,,,
417,Antigua and Barbuda,1999,male,5-14 years,0,7805,0,Antigua and Barbuda1999,0.742,766198926,10378,Millenials,,,
418,Antigua and Barbuda,1999,male,55-74 years,0,3276,0,Antigua and Barbuda1999,0.742,766198926,10378,Silent,,,
419,Antigua and Barbuda,1999,male,75+ years,0,947,0,Antigua and Barbuda1999,0.742,766198926,10378,G.I. Generation,,,
